movieId,title,genres
469,"House of the Spirits, The (1993)",Drama|Romance
488,M. Butterfly (1993),Drama|Romance
493,Menace II Society (1993),Action|Crime|Drama
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
501,Naked (1993),Drama
524,Rudy (1993),Drama
532,Serial Mom (1994),Comedy|Crime|Horror
537,Sirens (1994),Drama
541,Blade Runner (1982),Action|Sci-Fi|Thriller
548,Terminal Velocity (1994),Action|Mystery|Thriller
550,Threesome (1994),Comedy|Romance
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
580,Princess Caraboo (1994),Drama
611,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
613,Jane Eyre (1996),Drama|Romance
633,Denise Calls Up (1995),Comedy
636,Frisk (1995),Drama
637,Sgt. Bilko (1996),Comedy
638,Jack and Sarah (1995),Romance
639,Girl 6 (1996),Comedy|Drama
663,Kids in the Hall: Brain Candy (1996),Comedy
707,Mulholland Falls (1996),Crime|Drama|Thriller
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
736,Twister (1996),Action|Adventure|Romance|Thriller
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller
762,Striptease (1996),Comedy|Crime
764,Heavy (1995),Drama|Romance
765,Jack (1996),Comedy|Drama
785,Kingpin (1996),Comedy
786,Eraser (1996),Action|Drama|Thriller
802,Phenomenon (1996),Drama|Romance
810,Kazaam (1996),Children|Comedy|Fantasy
842,Tales from the Crypt Presents: Bordello of Blood (1996),Comedy|Horror
875,Nothing to Lose (1994),Action|Crime|Drama
881,First Kid (1996),Children|Comedy
928,Rebecca (1940),Drama|Mystery|Romance|Thriller
935,"Band Wagon, The (1953)",Comedy|Musical
946,To Be or Not to Be (1942),Comedy|Drama|War
950,"Thin Man, The (1934)",Comedy|Crime
952,Around the World in 80 Days (1956),Adventure|Comedy
956,Penny Serenade (1941),Drama|Romance
965,"39 Steps, The (1935)",Drama|Mystery|Thriller
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War
973,Meet John Doe (1941),Comedy|Drama
976,"Farewell to Arms, A (1932)",Romance|War
982,Picnic (1955),Drama
999,2 Days in the Valley (1996),Crime|Film-Noir
1006,"Chamber, The (1996)",Drama
1016,"Shaggy Dog, The (1959)",Children|Comedy
1020,Cool Runnings (1993),Comedy
1021,Angels in the Outfield (1994),Children|Comedy
1034,Freeway (1996),Comedy|Crime|Drama|Thriller
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1068,Crossfire (1947),Crime|Film-Noir
1094,"Crying Game, The (1992)",Drama|Romance|Thriller
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
1114,"Funeral, The (1996)",Crime|Drama
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1167,Dear God (1996),Comedy
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama
1177,Enchanted April (1992),Drama|Romance
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1207,To Kill a Mockingbird (1962),Drama
1219,Psycho (1960),Crime|Horror
1227,Once Upon a Time in America (1984),Crime|Drama
1230,Annie Hall (1977),Comedy|Romance
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1263,"Deer Hunter, The (1978)",Drama|War
1272,Patton (1970),Drama|War
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure
1312,Female Perversions (1996),Drama
1335,Blood Beach (1981),Horror|Mystery
1343,Cape Fear (1991),Thriller
1359,Jingle All the Way (1996),Children|Comedy
1370,Die Hard 2 (1990),Action|Adventure|Thriller
1380,Grease (1978),Comedy|Musical|Romance
1385,Under Siege (1992),Action|Drama|Thriller
1416,Evita (1996),Drama|Musical
1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1439,Meet Wally Sparks (1997),Comedy
1440,Amos & Andrew (1993),Comedy
1441,Benny & Joon (1993),Comedy|Romance
1447,Gridlock'd (1997),Crime
1449,Waiting for Guffman (1996),Comedy
1456,"Pest, The (1997)",Comedy
1498,Inventing the Abbotts (1997),Drama|Romance
1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1519,Broken English (1996),Drama
1533,"Promise, The (La promesse) (1996)",Drama
1549,Rough Magic (1995),Drama|Romance
1586,G.I. Jane (1997),Action|Drama
1598,Desperate Measures (1998),Crime|Drama|Thriller
1605,Excess Baggage (1997),Adventure|Romance
1625,"Game, The (1997)",Drama|Mystery|Thriller
1627,U Turn (1997),Crime|Drama|Mystery
1659,Hurricane Streets (1997),Drama
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
1824,Homegrown (1998),Comedy|Thriller
1825,The Players Club (1998),Comedy|Drama
1831,Lost in Space (1998),Action|Adventure|Sci-Fi
1844,Live Flesh (Carne trémula) (1997),Drama|Romance
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1891,"Ugly, The (1997)",Horror|Thriller
1897,High Art (1998),Drama|Romance
1920,Small Soldiers (1998),Animation|Children|Fantasy|War
1929,Grand Hotel (1932),Drama|Romance
1939,"Best Years of Our Lives, The (1946)",Drama|War
1952,Midnight Cowboy (1969),Drama
1953,"French Connection, The (1971)",Action|Crime|Thriller
1960,"Last Emperor, The (1987)",Drama
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
2028,Saving Private Ryan (1998),Action|Drama|War
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2098,Son of Flubber (1963),Children|Comedy
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2130,Atlantic City (1980),Crime|Drama|Romance
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
2148,House (1986),Comedy|Fantasy|Horror
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
2236,Simon Birch (1998),Drama
2255,Young Doctors in Love (1982),Comedy
2271,Permanent Midnight (1998),Drama
2283,"Sheltering Sky, The (1990)",Drama
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2318,Happiness (1998),Comedy|Drama
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2387,Very Bad Things (1998),Comedy|Crime
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2404,Rambo III (1988),Action|Adventure|Thriller|War
2408,Cocoon: The Return (1988),Comedy|Sci-Fi
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
2469,Peggy Sue Got Married (1986),Comedy|Drama
2470,Crocodile Dundee (1986),Adventure|Comedy
2491,Simply Irresistible (1999),Comedy|Romance
2498,My Favorite Martian (1999),Comedy|Sci-Fi
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2561,True Crime (1999),Crime|Thriller
2580,Go (1999),Comedy|Crime
2597,Lost & Found (1999),Comedy|Romance
2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2612,Mildred Pierce (1945),Drama|Film-Noir
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
2668,Swamp Thing (1982),Horror|Sci-Fi
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
2707,Arlington Road (1999),Thriller
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
2719,"Haunting, The (1999)",Horror|Thriller
2726,"Killing, The (1956)",Crime|Film-Noir
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama
2743,Native Son (1986),Drama
2771,Brokedown Palace (1999),Drama
2792,Airplane II: The Sequel (1982),Comedy
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
2824,On the Ropes (1999),Documentary|Drama
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller
2858,American Beauty (1999),Drama|Romance
2882,Jakob the Liar (1999),Drama
2892,New Rose Hotel (1998),Action|Drama
2894,Romance (1999),Drama|Romance
2928,"Razor's Edge, The (1984)",Drama
2946,Help! (1965),Comedy|Musical
2971,All That Jazz (1979),Drama|Fantasy|Musical
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3007,American Movie (1999),Documentary
3011,"They Shoot Horses, Don't They? (1969)",Drama
3014,Bustin' Loose (1981),Comedy
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
3051,Anywhere But Here (1999),Comedy|Drama
3062,"Longest Day, The (1962)",Action|Drama|War
3072,Moonstruck (1987),Comedy|Romance
3076,Irma la Douce (1963),Comedy
3078,Liberty Heights (1999),Drama
3094,Maurice (1987),Drama|Romance
3109,"River, The (1984)",Drama
3127,Holy Smoke (1999),Comedy|Drama
3138,Stealing Home (1988),Drama
3141,"Two Jakes, The (1990)",Drama
3155,Anna and the King (1999),Drama|Romance
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3161,Onegin (1999),Drama|Romance
3169,The Falcon and the Snowman (1985),Crime|Drama|Thriller
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
3179,Angela's Ashes (1999),Drama
3185,Snow Falling on Cedars (1999),Drama
3198,Papillon (1973),Crime|Drama
3214,American Flyers (1985),Drama
3261,Singles (1992),Comedy|Drama|Romance
3296,To Sir with Love (1967),Drama
3307,City Lights (1931),Comedy|Drama|Romance
3315,Happy Go Lovely (1951),Musical
3326,What Planet Are You From? (2000),Comedy|Sci-Fi
3388,Harry and the Hendersons (1987),Children|Comedy
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical
3426,Jungle Fever (1991),Drama|Romance
3449,"Good Mother, The (1988)",Drama
3450,Grumpy Old Men (1993),Comedy
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
3478,"Bamba, La (1987)",Drama
3489,Hook (1991),Adventure|Comedy|Fantasy
3496,Madame Sousatzka (1988),Drama
3498,Midnight Express (1978),Drama
3502,My Life (1993),Drama
3510,Frequency (2000),Drama|Thriller
3551,Marathon Man (1976),Crime|Drama|Thriller
3559,Limelight (1952),Comedy|Drama|Romance
3581,Human Traffic (1999),Comedy
3593,Battlefield Earth (2000),Action|Sci-Fi
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
3634,Seven Days in May (1964),Thriller
3646,Big Momma's House (2000),Comedy
3668,Romeo and Juliet (1968),Drama|Romance
3692,Class of Nuke 'Em High (1986),Comedy|Horror
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror
3698,"Running Man, The (1987)",Action|Sci-Fi
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller
3714,Clara's Heart (1988),Drama
3743,Boys and Girls (2000),Comedy|Romance
3765,"Hot Spot, The (1990)",Crime|Drama|Romance
3794,Chuck & Buck (2000),Comedy|Drama
3798,What Lies Beneath (2000),Drama|Horror|Mystery
3799,Pokémon the Movie 2000 (2000),Animation|Children
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3838,Phantasm III: Lord of the Dead (1994),Horror
3846,Easy Money (1983),Comedy
3849,The Spiral Staircase (1945),Horror|Mystery|Thriller
3862,About Adam (2000),Comedy
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary
3872,"Suddenly, Last Summer (1959)",Drama
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
3909,Woman on Top (2000),Comedy|Romance
3947,Get Carter (1971),Action|Crime|Drama|Thriller
3953,Dr. T and the Women (2000),Comedy|Romance
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir
3971,"Private Eyes, The (1981)",Comedy|Mystery
3979,Little Nicky (2000),Comedy
3989,One Day in September (1999),Documentary
3992,Malèna (2000),Drama|Romance|War
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4034,Traffic (2000),Crime|Drama|Thriller
4035,"Claim, The (2000)",Romance|Western
4064,Coffy (1973),Action|Crime|Thriller
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama|Thriller
4090,"Brave Little Toaster, The (1987)",Animation|Children
4123,Ishtar (1987),Comedy
4130,Maid to Order (1987),Comedy|Fantasy
4141,Head Over Heels (2001),Comedy|Romance
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance
4154,Recess: School's Out (2001),Animation|Children
4174,Avalon (1990),Drama
4180,Reform School Girls (1986),Action|Drama
4197,Real Life (1979),Comedy
4200,Double Impact (1991),Action
4217,4 Little Girls (1997),Documentary
4221,Necessary Roughness (1991),Comedy
4265,Driven (2001),Action|Thriller
4267,One Night at McCool's (2001),Comedy
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance
4329,Rio Bravo (1959),Western
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War
4349,Catch-22 (1970),Comedy|War
4361,Tootsie (1982),Comedy|Romance
4374,Let It Snow (1999),Comedy|Romance
4386,Cats & Dogs (2001),Children|Comedy
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime
4407,Salvador (1986),Drama|Thriller|War
4408,September (1987),Drama
4420,"Barefoot Contessa, The (1954)",Drama
4422,Cries and Whispers (Viskningar och rop) (1972),Drama
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller
4441,Game of Death (1978),Action
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX
4447,Legally Blonde (2001),Comedy|Romance
4453,Michael Jordan to the Max (2000),Documentary|IMAX
4463,1969 (1988),Drama|War
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller
4505,For Keeps (1988),Drama|Romance
4524,Moon Over Parador (1988),Comedy
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller
4583,Disorganized Crime (1989),Action|Comedy
4611,Johnny Handsome (1989),Crime|Drama
4634,Penn & Teller Get Killed (1989),Adventure|Comedy
4649,Wet Hot American Summer (2001),Comedy
4653,"Return of the Musketeers, The (1989)",Adventure|Comedy
4670,"Stepfather, The (1987)",Horror|Thriller
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller
4676,Troop Beverly Hills (1989),Comedy
4710,"Shootist, The (1976)",Drama|Western
4725,Session 9 (2001),Horror|Thriller
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
4786,"Legend of Hell House, The (1973)",Horror|Thriller
4792,13 Ghosts (1960),Horror
4795,Father Goose (1964),Adventure|Comedy|Romance|War
4796,"Grass Is Greener, The (1960)",Comedy|Romance
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller
4835,Coal Miner's Daughter (1980),Drama
4836,"Competition, The (1980)",Drama|Romance
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
4883,"Town is Quiet, The (Ville est tranquille, La) (2000)",Drama
4885,Domestic Disturbance (2001),Thriller
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4888,Tape (2001),Drama
4899,Black Knight (2001),Adventure|Comedy|Fantasy
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance
4919,Subway (1985),Crime|Drama|Romance|Thriller
4925,"Cheap Detective, The (1978)",Comedy
4926,Everybody's Famous! (Iedereen beroemd!) (2000),Comedy|Drama|Musical
4928,That Obscure Object of Desire (Cet obscur objet du désir) (1977),Drama
4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4953,"People That Time Forgot, The (1977)",Adventure|Sci-Fi
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
5025,Orange County (2002),Comedy
5028,What Time Is It There? (Ni neibian jidian) (2001),Drama
5111,"Good Son, The (1993)",Drama|Thriller
5113,After the Fox (Caccia alla volpe) (1966),Comedy|Crime
5120,Sleuth (1972),Comedy|Mystery|Thriller
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5240,Running Scared (1980),Action|Drama
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western
5322,World Traveler (2001),Drama
5324,Life or Something Like It (2002),Comedy|Romance
5325,Dogtown and Z-Boyz (2001),Documentary
5333,Bob le Flambeur (1955),Crime|Drama
5345,Triumph of the Spirit (1989),Drama
5347,Deuces Wild (2002),Drama
5379,"Believer, The (2001)",Drama
5387,Enough (2002),Drama|Thriller
5390,CQ (2001),Drama
5404,84 Charing Cross Road (1987),Drama|Romance
5440,She Wore a Yellow Ribbon (1949),Western
5448,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy
5456,Wagons East (1994),Comedy|Western
5463,Reign of Fire (2002),Action|Adventure|Fantasy
5468,20 Million Miles to Earth (1957),Sci-Fi
5470,The Importance of Being Earnest (1952),Comedy|Romance
5564,Swimfan (2002),Thriller
5573,Stealing Harvard (2002),Comedy|Crime
5608,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
5617,Secretary (2002),Comedy|Drama|Romance
5640,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",Horror|Sci-Fi
5657,Flashback (1990),Action|Adventure|Comedy|Crime|Drama
5668,White Oleander (2002),Drama
5682,"Grey Zone, The (2001)",Drama
5685,Real Women Have Curves (2002),Comedy|Drama
5704,Without Warning (a.k.a. Alien Warning) (a.k.a. It Came Without Warning) (1980),Horror|Sci-Fi
5810,8 Mile (2002),Drama
5812,Far from Heaven (2002),Drama|Romance
5817,Ararat (2002),Drama|War
5828,Blackrock (1997),Drama|Thriller
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy|Drama|Romance
5863,Take This Job and Shove It (1981),Comedy
5901,Empire (2002),Crime|Drama
5943,Maid in Manhattan (2002),Comedy|Romance
5949,Intact (Intacto) (2001),Thriller
5951,Morvern Callar (2002),Drama
5979,Attack of the Crab Monsters (1957),Horror|Sci-Fi
6009,"City of Lost Souls, The (Hyôryuu-gai) (2000)",Crime|Drama|Thriller
6035,Pépé le Moko (1937),Crime|Drama|Romance
6041,Amen. (2002),Drama
6067,Ordinary Decent Criminal (2000),Comedy|Crime
6090,Kiss Me Goodbye (1982),Comedy
6123,Sunless (Sans Soleil) (1983),Documentary
6148,White Dog (1982),Drama|Horror|Thriller
6156,Shanghai Knights (2003),Action|Adventure|Comedy
6222,Prozac Nation (2001),Drama
6225,King of Kings (1961),Drama
6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller
6268,Raising Victor Vargas (2002),Comedy|Drama|Romance
6270,Akira Kurosawa's Dreams (Dreams) (1990),Drama|Fantasy
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
6296,"Mighty Wind, A (2003)",Comedy|Musical
6297,Holes (2003),Adventure|Children|Comedy|Mystery
6310,Memories of Me (1988),Comedy|Drama
6324,It Runs in the Family (2003),Comedy|Drama
6341,"Shape of Things, The (2003)",Drama
6345,"Chorus Line, A (1985)",Comedy|Drama|Musical
6367,Down with Love (2003),Comedy|Romance
6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
6371,Pokémon Heroes (2003),Animation|Children
6379,Wrong Turn (2003),Horror|Thriller
6440,Barton Fink (1991),Drama|Thriller
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6557,Born to Be Wild (1995),Adventure|Children|Comedy|Drama
6558,Curly Sue (1991),Comedy|Drama
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
6595,S.W.A.T. (2003),Action|Thriller
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
6638,Valley Girl (1983),Comedy|Romance
6643,Tokyo Story (Tôkyô monogatari) (1953),Drama
6656,Attack of the Puppet People (1958),Horror|Sci-Fi
6662,"Pink Panther, The (1963)",Comedy|Crime
6706,Taking Sides (2001),Drama
6710,Dummy (2002),Comedy|Drama|Romance
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Action
6772,To Be and to Have (Être et avoir) (2002),Documentary
6776,Lagaan: Once Upon a Time in India (2001),Comedy|Drama|Musical|Romance
6783,"Rules of the Game, The (La règle du jeu) (1939)",Comedy|Drama
6851,"Gas, Food, Lodging (1992)",Drama|Romance
6887,Radio (2003),Drama
6898,Sweet Sixteen (2002),Drama
6918,"Unvanquished, The (Aparajito) (1957)",Drama
6942,Love Actually (2003),Comedy|Drama|Romance
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",Comedy|Crime|Drama|Mystery|Romance
6967,Dead of Night (1945),Horror|Mystery
6969,"Dernier Combat, Le (Last Battle, The) (1983)",Drama|Sci-Fi
6973,Final Analysis (1992),Drama|Romance|Thriller
6978,Slacker (1991),Comedy|Drama
6982,Forbidden Games (Jeux interdits) (1952),Drama|War
6989,Gorky Park (1983),Crime|Drama|Thriller
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance
6998,House of Cards (1993),Drama
6999,Housesitter (1992),Comedy|Romance
7012,Mr. Destiny (1990),Comedy|Fantasy
7013,"Night of the Hunter, The (1955)",Drama|Film-Noir|Thriller
7027,Silverado (1985),Action|Western
7034,Show Me Love (Fucking Åmål) (1998),Drama|Romance
7038,Things You Can Tell Just by Looking at Her (2000),Drama|Romance
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime
7064,Beauty and the Beast (La belle et la bête) (1946),Drama|Fantasy
7071,"Woman Under the Influence, A (1974)",Drama
7078,Jezebel (1938),Drama
7086,Pygmalion (1938),Comedy|Drama
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
7114,"Collector, The (1965)",Drama|Horror|Thriller
7117,Leprechaun (1993),Comedy|Horror
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War
7127,Run (1991),Action|Drama|Thriller
7147,Big Fish (2003),Drama|Fantasy|Romance
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War
7193,"Adventures of Ford Fairlane, The (1990)",Action|Comedy
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller
7319,Club Dread (2004),Comedy|Horror
7367,"Ladykillers, The (2004)",Comedy|Crime
7377,"United States of Leland, The (2003)",Crime|Drama
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller
7386,"Ten Commandments, The (1956)",Adventure|Drama
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy
7414,Going in Style (1979),Comedy|Drama
7448,Envy (2004),Comedy
7562,Dobermann (1997),Action|Crime
7614,Oklahoma! (1955),Musical|Romance|Western
7649,Babylon 5: In the Beginning (1998),Adventure|Sci-Fi
7704,"Delta Force, The (1986)",Action
7714,Camelot (1967),Drama|Musical|Romance
7742,Baxter (1989),Drama|Horror
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War
7757,Jason and the Argonauts (1963),Action|Adventure|Fantasy
7766,Throne of Blood (Kumonosu jô) (1957),Action|Drama|Thriller|War
7767,"Best of Youth, The (La meglio gioventù) (2003)",Drama
7835,Song of the Thin Man (1947),Comedy|Crime|Drama|Musical|Mystery|Romance
7879,Notorious C.H.O. (2002),Comedy
7888,How to Succeed in Business Without Really Trying (1967),Comedy|Musical
7926,High and Low (Tengoku to jigoku) (1963),Crime|Drama|Film-Noir|Thriller
7944,"Night of the Iguana, The (1964)",Drama|Thriller
7951,Nightbreed (1990),Fantasy|Horror
7984,From Beyond (1986),Horror|Sci-Fi
8033,How to Steal a Million (1966),Comedy|Crime|Romance
8045,Hamburger Hill (1987),Action|Drama|War
8132,Gladiator (1992),Action|Drama
8241,Masterminds (1997),Action|Comedy|Thriller
8293,Used People (1992),Comedy|Drama
