userId,movieId,rating,timestamp
382,39292,4.5,1515161997
282,3176,4.5,1514069404
387,318,3.5,1117356028
207,637,1.0,1258548061
20,6345,5.0,1054036623
464,8977,3.0,1325593737
318,18,3.0,1426353075
486,457,5.0,839537017
437,211,4.0,859721610
307,7448,3.0,1186258658
219,6595,2.5,1195927393
567,114554,1.0,1525314283
414,1021,1.0,1023465698
18,370,3.0,1455748940
354,1625,3.5,1200869913
42,1020,2.0,996220248
288,3489,2.0,978468441
226,802,2.5,1114838347
136,276,4.0,832449560
287,1359,0.5,1110231235
19,1717,3.0,965705195
288,2236,3.0,1172757996
75,44199,3.0,1158968109
64,4027,4.0,1161520105
365,78209,3.0,1491088187
448,100226,1.5,1396794908
380,5463,4.0,1494267462
20,4990,4.0,1054037593
47,1021,2.0,1496206083
318,4349,4.0,1428178598
225,2396,5.0,949111497
68,4886,4.5,1158531462
606,3629,4.5,1171501148
292,952,4.0,1293563056
195,25,4.0,1008558673
609,1150,4.0,847221054
232,54256,3.5,1241923869
409,3846,5.0,968985645
279,110501,3.0,1506395204
440,4361,4.0,1237568707
337,762,5.0,860255866
95,1206,5.0,1043340455
288,1148,4.0,1071523220
275,2396,4.0,1049078635
483,1230,4.5,1178293883
381,457,4.0,1164876685
305,1272,5.0,1494272751
382,115149,4.0,1515250108
182,8360,3.0,1127221149
68,3176,2.5,1158532186
474,1097,4.0,1137521202
213,1920,4.0,1316194730
352,51412,3.0,1493675000
599,43,3.0,1519347048
4,2858,5.0,964539140
135,457,4.0,1009691164
607,318,5.0,963080679
558,2028,4.0,1035415373
276,637,4.0,858350702
380,1831,3.0,1494803927
44,663,4.0,869252142
474,3489,4.0,1046886494
20,3510,3.0,1054037270
199,1094,3.0,940544026
111,5025,3.0,1516141691
274,45499,3.5,1173041146
585,74458,5.0,1307417380
387,6918,3.5,1117430922
120,802,4.0,860070101
572,3011,3.0,945890658
387,5333,3.0,1176013745
224,3426,2.0,971812895
356,6942,3.0,1229140355
244,457,5.0,975090685
34,6618,5.0,1166463958
587,3388,3.0,953137416
220,541,2.0,1230061795
19,2115,3.0,965709534
610,7984,4.0,1495959169
68,46965,3.5,1269122431
521,786,3.0,852713185
587,3450,1.0,953137416
414,6710,4.0,1095882960
171,1148,5.0,866905859
599,524,2.5,1498511883
131,2858,3.5,1349840284
477,765,3.0,1200946891
414,3169,4.0,961517519
448,1021,2.0,1178982112
448,8528,4.0,1139138166
230,1682,2.5,1196304802
64,2858,2.5,1161520054
181,371,4.0,845470176
217,1230,2.0,955943221
45,2081,5.0,950726248
240,382,3.0,849123005
474,25753,4.0,1139940944
160,1960,1.0,971113688
312,2985,4.0,1043176716
599,196,2.5,1498516327
160,2827,1.0,991925166
68,44004,3.0,1267239311
362,1263,4.5,1530642669
274,8241,4.0,1171491883
517,969,1.0,1487958608
414,5949,3.5,1077293704
373,207,3.0,846830439
526,176413,4.5,1502136508
599,2792,2.0,1498510825
187,44199,3.5,1161850072
448,2404,1.0,1019124948
453,2858,5.0,972621207
177,50685,4.0,1435837041
610,785,4.0,1479544281
10,112006,4.0,1455398144
474,4027,4.0,1137520956
111,4886,3.0,1516140848
96,3176,4.0,964774079
532,1291,5.0,1025523779
64,8360,3.5,1161520171
317,74458,4.0,1430511551
34,163,3.0,1162050915
287,3826,0.5,1110230652
376,161,5.0,1364993850
307,5810,1.0,1186084418
559,196,3.0,845476032
414,7090,4.0,1109974393
439,2028,4.0,1436943895
20,1021,2.0,1054038421
474,3072,5.0,978575669
68,163,4.5,1158533641
167,2028,3.5,1154722138
599,5111,1.5,1519177111
68,3826,3.0,1158535090
314,177,1.0,834428883
74,1094,4.5,1207501409
91,163,5.0,1112712601
195,3826,3.0,997909336
353,457,5.0,831940127
288,6942,3.0,1090941535
563,98203,1.0,1441845651
140,4886,4.0,1039547738
8,457,3.0,839463489
45,53993,4.5,1193288839
224,2396,4.0,971812591
526,4027,5.0,1502132876
552,3798,3.0,1112151346
129,2028,4.5,1167375631
469,196,2.0,965335966
306,4886,3.0,1518380206
160,2081,5.0,971619114
377,748,3.5,1340345459
177,6887,4.0,1435837146
573,163,5.0,1186589409
105,51540,4.0,1446750537
425,7090,3.0,1106482663
599,161,3.5,1498797906
91,3826,3.5,1112712439
298,6297,2.0,1447598932
589,25,5.0,856038816
209,71535,2.0,1524607723
222,8528,4.0,1391352874
71,802,5.0,864738036
104,4447,4.0,1048590506
307,6250,0.5,1186173554
73,69278,1.0,1464198963
109,371,3.0,841109144
186,4795,4.0,1031078820
4,106,4.0,986848784
603,1230,4.0,953926758
313,1291,4.0,1030476460
599,2470,3.5,1498500254
222,100498,2.0,1391347199
210,159779,4.0,1530467762
428,1097,1.0,1111489772
42,161,3.0,996218708
524,370,3.0,851609083
104,8360,4.0,1292699503
103,1291,4.0,1431957092
414,969,4.0,961512442
357,318,4.0,1348610455
186,969,5.0,1031080578
365,115149,4.0,1488673193
476,158,3.0,835022346
437,1094,3.0,859721662
199,2318,3.5,1090544240
522,1500,4.5,1388124784
606,4883,4.0,1171759403
599,2074,3.0,1498525066
436,161,4.0,833529549
474,5810,3.5,1100292446
113,969,5.0,980306890
521,762,3.0,852713251
111,71535,3.5,1516140991
140,1272,5.0,942841652
312,457,4.0,1043177537
307,1094,2.5,1186161825
493,493,4.0,1001562900
605,6624,3.0,1277096115
43,810,5.0,848995009
490,4973,4.0,1334940456
256,370,3.0,1447000084
266,457,4.0,945670028
414,4267,3.0,990713977
298,8370,4.0,1447599282
232,51412,3.0,1241823708
606,3909,3.0,1171834576
414,2387,2.0,998919849
525,81591,4.0,1476476648
387,2858,4.5,1161500347
585,5325,4.5,1307417764
74,47629,4.0,1207500764
489,81591,5.0,1332772922
219,965,4.5,1194680879
249,318,4.5,1346758076
89,4899,2.0,1520408933
20,551,5.0,1054038128
44,736,2.0,869251860
525,70286,4.0,1476476748
599,89804,2.5,1519120888
21,551,0.5,1418063134
380,541,5.0,1493474355
546,240,3.0,973588747
599,45440,2.5,1498514232
111,1682,4.0,1516156052
287,1682,3.5,1110231211
387,4447,2.5,1132473400
372,1586,3.0,874414449
235,736,4.0,841422634
610,88272,3.5,1493848865
156,2858,4.5,1106854732
1,2115,5.0,964982529
474,273,2.5,1090873643
321,276,3.0,843212762
525,2081,3.5,1476478188
40,362,4.0,832060128
309,1952,1.5,1086565661
325,1625,4.0,1039397243
287,3398,3.5,1110230815
474,5404,4.0,1132423144
224,3668,5.0,971812591
307,276,2.0,1186163076
424,51540,3.0,1457901982
103,3450,3.5,1431968936
480,4649,5.0,1179165697
420,45499,3.0,1218036707
599,382,1.5,1519177808
33,43,2.0,939716739
490,88163,3.0,1328145406
514,72171,2.0,1533946304
42,415,2.0,996215738
28,40414,3.0,1240816043
606,7767,5.0,1175637600
232,56171,2.5,1241922686
600,3478,3.0,1237760372
6,881,3.0,845556340
153,65230,0.5,1525552579
166,8360,4.0,1190828512
425,273,3.5,1085490918
51,4886,4.0,1230929389
573,318,4.5,1299222415
232,1682,4.5,1218165205
402,457,4.0,849601325
598,8360,1.0,1430616928
426,1441,5.0,1451081087
474,51540,4.0,1189991053
339,69406,4.0,1460183432
124,5608,4.5,1336413269
480,4973,4.5,1179160059
474,7944,3.0,1086785434
474,6999,2.5,1070286772
275,3794,2.0,1049077929
523,81591,3.5,1503126132
599,3072,2.0,1519126223
480,370,0.5,1179178748
429,207,5.0,828124616
520,48385,3.5,1326681384
572,1272,5.0,945889951
298,541,4.5,1447584754
313,1920,3.0,1030475484
592,551,1.0,837350351
474,4447,4.0,1014924360
586,176371,2.5,1529899177
610,104913,3.5,1493846199
324,3979,1.0,974906667
84,1291,3.0,858772733
341,74458,5.0,1440871964
474,965,4.0,1130961711
414,6541,1.5,1094957857
111,112497,3.0,1516154961
450,524,3.0,974705163
249,59014,0.5,1365263562
24,2115,4.0,1458941695
610,97913,4.0,1493846512
368,786,3.0,971276863
274,5463,2.5,1171828131
32,736,3.0,856736119
235,318,4.0,841422371
160,541,5.0,971113438
462,134214,4.0,1478402160
448,663,3.0,1019127733
414,1343,4.0,961681965
270,762,3.0,853918942
6,762,1.0,845555006
424,106100,4.0,1457845909
50,6662,3.0,1514239274
174,370,3.0,848487280
99,276,4.0,829828006
101,370,2.0,968440698
182,4467,3.0,1055158530
608,8360,4.5,1117408467
572,2028,5.0,945889361
477,51540,4.0,1200941275
110,4973,5.0,1175329835
416,2858,3.5,1187496445
232,5379,4.0,1214862995
70,1272,4.0,1355184618
509,2033,3.5,1436000143
357,6993,1.5,1348627713
474,952,3.0,1089386622
601,318,5.0,1441639169
526,318,4.0,1502131858
250,318,5.0,1121217814
528,44199,4.0,1391736786
525,3000,4.0,1476478155
325,3461,4.0,1039395609
339,2858,5.0,1460519017
232,36527,3.0,1206995180
438,786,3.0,1105666611
522,81591,4.5,1301727592
425,1682,3.0,1085492471
28,318,3.5,1234338000
239,318,5.0,1221158260
563,4447,4.0,1446590008
438,4447,3.5,1105654082
232,51540,4.0,1178309773
199,2527,3.0,940380371
10,2858,1.0,1455356578
376,457,4.0,1364933765
603,1097,4.0,953927858
387,1148,4.0,1094876008
312,5463,4.0,1043175759
600,4886,3.0,1237761503
217,1953,3.0,955935939
266,2028,4.0,944980502
520,7147,4.0,1326610019
485,161,5.0,837943320
239,1625,4.5,1221158933
469,2081,4.0,965425618
249,2117,3.5,1392503074
474,4886,3.0,1046871268
593,2858,4.5,1181007561
322,1682,3.5,1217676568
590,3979,1.0,1258420084
125,501,4.5,1474295924
599,38038,3.0,1498521856
26,457,4.0,836950379
268,2802,3.0,940194367
603,1120,2.0,963179734
396,1625,3.5,1111688470
520,4027,5.0,1326609554
380,71530,3.0,1493420836
228,3510,3.0,1363222599
298,5025,2.5,1447598967
232,49276,3.0,1192670704
517,56171,3.0,1487957904
348,2858,5.0,1378850304
561,370,3.0,1491095469
590,7013,4.0,1258426677
286,158,3.0,1119561389
608,2423,2.0,1117162130
524,25,3.0,851608466
362,1682,4.0,1530640222
477,1148,4.5,1200939377
484,2707,4.0,1342297797
525,2858,4.0,1476476361
217,1148,4.0,955942540
149,196,3.0,902085002
561,1263,4.0,1491094994
438,2491,3.0,1105763212
204,7147,5.0,1327184083
387,952,2.5,1095041918
405,5810,4.0,1295936691
307,18,3.0,1186410788
274,7367,2.5,1171786282
525,52975,4.0,1476477866
111,24,2.5,1518640854
22,4027,2.5,1268726799
514,6989,3.5,1533963207
417,318,5.0,1529284254
89,106594,4.5,1520409129
7,8360,3.5,1106636782
571,426,3.0,966900601
577,952,4.0,945965795
59,965,5.0,953610267
410,1500,2.0,990910542
296,7156,4.5,1532994023
343,318,4.5,1202060845
244,1094,1.0,975075995
198,4174,3.0,1034136139
560,5810,4.0,1469650484
240,637,4.0,849123294
549,1291,3.0,1464282603
590,4267,3.0,1258419369
567,90647,1.5,1525290790
448,97304,4.0,1388597590
141,1291,2.5,1513129853
221,950,4.5,1119984208
447,318,5.0,836960662
212,541,3.0,1490202817
275,4886,4.0,1049077518
352,1206,3.5,1493931988
567,117529,2.0,1525288550
68,48385,1.0,1180915869
298,3307,3.0,1447584639
514,2028,4.0,1533872451
573,1370,4.5,1187044988
140,4035,2.5,1172256091
182,4349,5.0,1054781175
122,4027,5.0,1461561613
268,1370,1.0,940181204
19,1380,3.0,965706839
600,6978,2.0,1237761374
604,177,4.0,832081105
297,786,1.0,900872507
610,130052,3.5,1493848925
534,1370,4.0,1459787998
21,45186,3.5,1423422539
474,1068,3.5,1106231071
601,122918,4.0,1521467747
321,24,4.0,843212762
19,2369,2.0,965707016
282,4027,4.0,1378495527
349,161,4.0,834750699
195,2028,3.0,974709608
211,71535,4.0,1350912778
68,61024,3.0,1269121618
511,318,5.0,1450093982
561,1291,4.5,1491090713
140,257,3.0,967048906
452,1219,4.0,1013396622
222,1682,4.0,1391351595
593,2396,5.0,1181007745
22,56171,0.5,1268726349
606,4653,3.0,1209233868
393,1625,3.0,1430506286
286,2028,4.5,1119562941
249,81537,3.5,1356143499
304,2858,2.0,944976444
51,7757,3.5,1230931776
248,4886,3.5,1534602290
199,4027,4.0,1060289141
330,25,4.5,1285905238
534,69278,3.5,1459796456
47,108729,3.0,1496205645
202,1206,4.0,974925048
580,8360,4.0,1176756065
50,97225,2.0,1527108237
219,3510,1.0,1194680738
6,457,5.0,845553174
337,786,5.0,860255784
274,4735,2.5,1171933161
284,736,4.0,832695534
555,2827,1.0,978748879
592,457,5.0,837349924
580,532,2.5,1167861849
610,4899,1.0,1493847963
469,1263,4.0,965846438
215,1291,3.5,1260908593
564,71535,3.5,1478453967
580,7649,3.5,1167792838
1,736,3.0,964982653
132,6367,3.0,1161799862
382,73042,1.0,1515161247
20,8,1.0,1054038422
459,4886,4.5,1520233566
603,611,3.0,963177813
382,71530,3.5,1515174972
488,4886,5.0,1112381931
326,105197,3.5,1419882264
306,59258,3.0,1518381046
269,25,5.0,850865423
365,81591,0.5,1488332628
86,2028,3.5,1344082583
15,158,1.0,1299424840
202,3668,4.0,974925403
313,4941,5.0,1030475200
367,2396,4.0,997811235
462,122902,2.5,1453169859
316,158,2.5,1111493148
387,2600,3.5,1095041415
116,161,4.5,1337199965
140,210,3.0,1021898818
254,207,2.0,1180443598
261,1625,3.5,1404881564
282,318,4.5,1378498469
59,1625,5.0,953610555
599,240,1.5,1519173207
306,97225,3.5,1518380455
414,2985,4.0,961514832
288,48385,4.0,1173804743
226,785,4.0,1095662272
21,6942,4.0,1417378457
563,47518,2.5,1446863305
437,207,4.0,859721766
239,2858,5.0,1221158155
531,1291,5.0,1032961840
368,3062,4.0,975829046
448,1206,4.0,1034616598
266,1500,3.0,945669246
305,3198,3.5,1531409707
50,176371,3.0,1514239772
345,2858,4.0,1342828817
232,60684,4.5,1261435496
263,6942,3.5,1090948274
520,2094,3.0,1326607917
608,1021,1.5,1117507207
362,318,4.5,1530640041
599,371,2.5,1519244102
414,541,5.0,961514667
597,1370,4.0,941729657
610,74458,4.5,1479542157
168,6662,4.0,1306802295
577,2117,3.0,945967093
95,2600,2.5,1105401161
457,3798,3.0,993611057
184,164917,4.5,1537108221
325,3698,2.0,1039398061
595,501,4.0,938869431
318,83803,4.5,1327170245
256,4447,4.0,1446580316
480,69,2.0,1179161861
288,6297,4.0,1079983926
96,2115,5.0,964772610
64,4144,4.5,1161530820
579,2028,3.0,958879593
232,2115,3.5,1218166034
593,4034,3.5,1181007701
606,3992,3.5,1171311459
182,1625,4.5,1055153106
202,1177,4.0,975013885
288,3551,3.0,985626793
57,382,2.0,972175120
389,786,3.0,857934242
356,4027,4.0,1229139935
68,3489,4.0,1158534463
246,370,3.0,1353864542
525,4973,4.5,1476476416
309,1219,3.5,1166068970
15,70286,3.5,1510572656
448,142997,2.5,1476465026
610,89072,4.0,1493848545
414,6898,2.5,1085415473
373,551,5.0,846830190
318,128900,4.5,1424455758
111,170401,3.0,1516153472
474,2028,3.0,974667301
200,1291,3.5,1229886275
156,1263,4.0,946799109
156,541,4.0,1106854868
597,2802,3.0,941730679
606,3094,4.0,1173570115
357,2115,4.0,1348612216
330,370,4.0,1285905584
426,318,3.5,1451080785
246,70286,4.5,1354126617
492,881,3.0,863976820
477,70687,4.5,1256050520
532,2028,5.0,1025523643
246,4886,4.5,1354126516
560,1291,4.0,1469647842
465,2028,5.0,959896573
182,1432,4.0,1055151113
249,3307,4.0,1346757785
312,1097,5.0,1043176620
599,1219,3.0,1498526185
160,6250,2.0,1058457318
274,63436,2.0,1288866392
288,273,2.0,976124938
480,45440,3.0,1179164276
339,55721,4.0,1460346414
1,163,5.0,964983650
57,457,5.0,965796698
307,1097,3.0,1186161008
40,371,4.0,832060059
177,765,2.0,1435535597
21,112175,3.5,1418063384
51,177,4.0,1230930634
268,2019,5.0,940180858
226,1021,3.0,1095749344
217,3296,3.0,955935174
28,54736,2.5,1234340486
387,48385,3.5,1166603505
452,4734,5.0,1019585399
249,140711,3.0,1447719752
74,273,3.5,1207499102
358,88163,4.0,1339546383
105,69529,5.0,1448210557
13,3798,4.0,987895720
182,6440,4.5,1054781152
449,2858,4.0,1053200226
275,6156,4.0,1049077854
599,98124,3.5,1498527159
232,1690,3.0,1241823770
608,5025,2.5,1117506460
474,2719,1.5,1053021943
346,1206,4.0,1094650866
90,1416,4.0,856354288
517,3398,1.0,1487956349
600,45440,2.0,1237710604
330,2028,3.5,1285904512
301,736,1.0,1211377767
284,415,3.0,832786827
42,2404,2.0,996260446
610,38038,4.0,1493846497
522,318,5.0,1253343685
448,71535,4.0,1290891795
477,2094,3.0,1201159540
474,6341,3.5,1089386545
354,48385,3.0,1200870263
391,1682,4.0,1032390100
563,88163,3.5,1439933450
599,999,3.0,1498524359
474,1625,4.0,979180293
308,1291,0.5,1421373765
379,161,4.0,847397381
593,736,2.0,1181007918
186,2009,4.0,1031079906
449,762,1.5,1053198975
448,1370,3.0,1019142275
453,4447,4.0,1005968404
606,18,4.0,1171327151
347,457,4.0,847645591
483,362,2.5,1327277978
19,2396,4.0,965705784
339,106100,5.0,1460518906
305,62081,2.5,1460136367
590,1690,2.0,1258421609
275,4361,5.0,1049076847
387,6662,4.0,1094876891
474,2130,3.5,1114445508
113,207,3.0,980051546
415,4027,4.0,1382470335
217,551,3.0,955934988
337,637,4.0,860255867
21,370,5.0,1376823264
580,4027,4.5,1167791356
249,1432,3.5,1354225855
414,6222,3.0,1216150056
607,2858,3.0,963079100
266,1291,5.0,945670341
504,1682,4.0,1063644434
326,40414,4.5,1322867804
401,8360,3.5,1514347514
382,2019,5.0,1515160652
307,3478,2.5,1186085835
448,112788,1.5,1437939241
292,1021,3.5,1262376613
136,637,4.0,832449989
7,8666,1.0,1106779625
597,1148,5.0,941557863
490,1206,4.0,1328145207
389,25,4.0,857934175
249,42738,4.0,1354895803
89,59258,3.5,1520408646
278,2369,2.5,1193753204
274,2081,2.5,1171943735
599,3398,3.0,1498522229
219,370,3.5,1195259214
482,786,4.0,1105395950
104,47629,4.0,1325962571
215,2028,3.0,1260908651
586,161,4.5,1529901379
177,1148,4.0,1435534390
217,2408,3.0,955945068
304,541,4.0,891173435
232,59258,2.5,1210210332
274,2136,3.0,1171830457
118,1625,4.0,944924731
19,3698,2.0,965703756
68,1682,4.5,1158531979
377,2117,5.0,1340342291
80,42738,4.5,1377391508
601,1207,4.0,1521467858
563,80551,3.5,1441845209
599,168250,3.0,1498529627
1,1500,4.0,964980985
317,318,4.0,1430361381
339,457,4.0,1460868566
318,109968,3.5,1432312584
389,802,4.0,857934470
519,69406,3.0,1522552943
42,318,4.0,996217804
215,1500,3.0,1260909344
273,532,4.0,835860976
555,1500,4.0,978746326
298,81537,2.5,1447599864
466,57368,4.0,1439915842
424,2858,2.5,1457845777
517,457,2.5,1487957605
55,2580,2.5,1312747818
381,4027,4.0,1165975463
590,4447,3.0,1258416741
219,6156,3.0,1195927600
474,3798,1.5,1053021949
232,6942,3.5,1085352860
202,1312,2.0,974912096
368,2688,3.0,971276901
385,501,3.0,844794832
483,551,4.0,1178213495
474,7013,4.5,1070286782
517,121099,2.5,1492339389
434,2858,5.0,1270604165
606,3179,4.0,1171737714
430,60684,4.5,1236604484
474,2094,3.0,974667743
274,4447,1.5,1171492410
52,54736,5.0,1468052152
160,2408,1.0,971114703
166,7090,4.5,1188774267
68,4141,3.0,1275958202
414,159717,4.0,1511541249
4,2019,2.0,945078690
292,457,4.0,990062464
560,6041,3.5,1469653173
144,541,3.0,1136812939
368,1219,3.0,971275360
68,2491,4.5,1275958328
509,43928,2.0,1435996126
345,5404,4.5,1342827537
365,103075,3.5,1488333397
317,457,3.0,1430366030
98,1207,4.0,1532458353
42,1021,2.0,996221407
129,2396,4.0,1167376074
294,2081,1.0,966595386
483,1625,4.0,1178211451
262,273,5.0,840305973
123,60684,4.0,1448382175
597,2369,3.0,941641148
489,1291,4.0,1333101440
509,709,3.0,1436101261
477,1219,4.0,1200940546
469,2470,3.0,965425863
18,122918,4.0,1510946731
437,1120,4.0,859722232
480,1097,5.0,1179161568
148,4886,3.0,1482548505
74,4034,3.5,1207501269
557,2028,3.5,1452874629
610,81591,3.5,1493849078
448,2094,3.0,1019133056
132,8973,4.0,1157920795
45,785,4.0,951170358
6,8,3.0,845555281
555,748,2.0,980125071
477,6250,3.5,1200943979
577,1094,2.0,945966158
140,2028,5.0,942841170
135,1385,3.0,1009692920
480,2946,3.0,1179162181
434,74458,4.5,1270603117
488,7147,4.5,1112382307
16,1148,4.0,1377476909
288,1952,4.0,979163463
386,163,4.0,842613831
480,7090,3.5,1179162187
232,8836,3.5,1218165177
111,168248,4.0,1516141936
103,4027,5.0,1431957315
431,158,1.0,1267051813
79,3062,4.0,975281934
262,25,3.0,840305912
411,158,3.0,835532449
600,2136,3.5,1237858532
393,74458,0.5,1430507624
249,71530,3.0,1353801285
39,1500,4.0,974789727
387,3489,2.5,1094938840
318,3307,3.0,1413722549
591,24,2.0,970525102
51,1953,5.0,1230929606
474,6041,4.0,1181348253
525,4447,4.5,1476478743
517,1263,1.0,1487958700
599,6558,1.5,1498504260
140,164,3.0,967048354
82,2115,4.5,1084463963
159,97304,4.5,1508640440
414,1059,4.0,961514135
141,785,2.5,1513132086
489,5943,0.5,1333657061
596,4973,4.0,1535708250
358,70687,1.0,1339540045
368,1625,4.0,971275527
57,707,2.0,972175326
210,122918,5.0,1513943744
501,707,4.0,844974237
596,457,3.5,1535827096
414,765,2.0,961439252
186,2707,4.0,1031081389
604,285,4.0,832080636
377,1230,3.5,1340344449
67,152081,4.0,1501274150
414,27611,4.0,1511541006
177,59258,4.0,1435837650
599,4846,2.5,1519233720
182,4735,0.5,1055153850
408,8528,4.5,1483945606
387,8968,2.5,1154834518
469,3398,3.0,965425863
567,104076,0.5,1525289697
232,4886,4.0,1085351698
177,91104,2.0,1435837815
414,5951,2.5,1089819334
519,4447,3.5,1518478841
177,72737,4.5,1435837180
292,8360,3.0,1265679836
42,2028,5.0,996217964
33,1682,4.0,939715324
359,2858,4.0,1198112078
586,74458,3.0,1529899949
448,3398,4.0,1092830342
21,52730,0.5,1418063085
71,1370,4.0,864739931
294,2470,2.0,966595998
474,43,3.5,1081177921
88,318,5.0,1331421326
454,1219,4.5,1279547312
159,2858,4.0,1508640256
326,5608,4.5,1322251831
274,71535,4.0,1256143764
73,74458,4.5,1464275229
380,7367,3.0,1494071530
552,3155,2.0,1112151386
1,3489,4.0,964981775
70,1097,4.5,1355185283
305,105197,5.0,1460564101
20,158,3.0,1054038381
416,1206,4.0,1187497538
610,75389,3.0,1493848990
391,4034,2.0,1030825954
23,7064,3.5,1107164411
103,524,3.5,1431968121
186,196,4.0,1031080284
177,6541,4.0,1435524881
446,457,3.0,843839169
56,493,4.0,835799427
332,7090,4.5,1352672078
562,2858,5.0,1368893988
365,68659,2.5,1489797020
307,7117,2.0,1186259260
330,3698,2.5,1285903302
209,2028,4.0,1524522191
69,4027,5.0,1021647538
226,8666,0.5,1095663581
387,4546,4.0,1120535803
153,152270,3.5,1525551506
610,139644,4.5,1493846253
111,53993,2.0,1516141835
475,8360,4.5,1498030155
600,362,2.5,1237713550
520,2423,5.0,1326611163
298,4447,1.0,1449592082
200,8973,3.5,1229877827
563,4154,4.0,1440800288
42,3646,3.0,996213160
111,65230,2.5,1517441446
307,4673,2.0,1186172588
477,60684,4.5,1236482587
560,106100,4.0,1469648578
66,1682,4.5,1093747644
105,152081,4.5,1466024376
137,928,3.5,1204859833
600,7117,3.5,1237761934
356,1291,4.5,1229142830
564,6942,4.5,1478453639
603,1960,4.0,953927858
599,168248,3.0,1498529689
534,100498,2.5,1459787997
608,1291,4.0,1117491212
202,1953,4.0,974912665
608,45499,4.0,1189380858
484,4734,4.0,1342297494
263,24,3.0,941590705
380,1682,4.0,1493473812
84,762,1.0,857653349
599,3889,2.5,1498516061
156,2396,4.0,946799431
306,97913,4.0,1518380548
570,2115,4.0,1181478097
430,4034,5.0,994561753
561,4886,4.0,1491090971
140,44199,3.0,1159467898
105,147326,5.0,1526207948
606,44199,4.0,1171831750
603,2858,5.0,953925031
381,72737,4.0,1262898367
374,161,4.0,849089153
